time,open,high,low,close,Volume
2017-01-30,5.34,5.88,5.34,5.67,0
2017-02-06,5.61,5.8,5.61,5.63,0
2017-02-13,5.42,5.66,5.42,5.49,0
2017-02-20,5.61,5.91,5.57,5.91,0
2017-02-27,5.71,6.44,5.71,6.12,0
2017-03-06,6.01,6.01,5.64,5.69,0
2017-03-13,5.68,5.72,5.63,5.66,0
2017-03-20,5.51,5.51,5.29,5.29,0
2017-03-27,5.15,5.45,5.15,5.22,0
2017-04-03,5.39,5.61,5.16,5.43,0
2017-04-10,5.33,5.5,5.33,5.5,0
2017-04-17,5.5,5.5,5.12,5.12,0
2017-04-24,5.2,5.2,5.05,5.12,0
2017-05-01,5.12,5.12,4.95,5.12,0
2017-05-08,4.97,5.07,4.9,5.01,0
2017-05-15,4.94,5.4,4.94,5.4,0
2017-05-22,5.47,5.76,5.31,5.76,0
2017-05-29,5.75,5.75,5.53,5.72,0
2017-06-05,5.73,5.73,5.44,5.6,0
2017-06-12,5.48,5.58,5.44,5.44,0
2017-06-19,5.49,5.53,5.43,5.43,0
2017-06-26,5.34,5.64,5.34,5.6,0
2017-07-03,5.71,5.92,5.61,5.92,0
2017-07-10,5.98,6.06,5.91,6,0
2017-07-17,6,6.03,5.78,5.78,0
2017-07-24,5.82,5.94,5.82,5.87,0
2017-07-31,5.91,6.12,5.91,6.04,0
2017-08-07,5.95,6.17,5.95,6.17,0
2017-08-14,6.3,6.59,6.3,6.59,0
2017-08-21,6.52,6.87,6.52,6.87,0
2017-08-28,6.88,6.88,6.61,6.61,0
2017-09-04,6.69,7.74,6.69,7.74,0
2017-09-11,7.55,7.78,7.54,7.62,0
2017-09-18,7.4,7.7,7.23,7.32,0
2017-09-25,7.96,7.96,7.64,7.77,0
2017-10-02,7.64,7.7,7.6,7.7,0
2017-10-09,7.66,8.05,7.66,7.96,0
2017-10-16,7.96,8.42,7.96,8.18,0
2017-10-23,8.05,8.09,7.79,7.79,0
2017-10-30,7.76,8.5,7.76,8.5,0
2017-11-06,8.54,8.54,8.04,8.04,0
2017-11-13,7.99,8.33,7.99,8.11,0
2017-11-20,8.08,8.39,8.01,8.39,0
2017-11-27,8.33,8.33,8.15,8.31,0
2017-12-04,8.18,8.18,7.76,7.76,0
2017-12-11,7.82,7.83,7.73,7.83,0
2017-12-18,8.04,8.8,8.04,8.8,0
2017-12-26,8.8,8.82,8.78,8.78,0
2018-01-02,8.4,8.42,8.36,8.37,0
2018-01-08,8.25,8.46,8.25,8.44,0
2018-01-15,8.38,9.49,8.38,9.49,0
2018-01-22,9.55,10.26,9.55,9.91,0
2018-01-29,9.82,10.09,9.7,9.77,0
2018-02-05,9.87,10.03,9.6,10.03,0
2018-02-12,10.29,10.76,10.29,10.39,0
2018-02-19,10.79,10.79,10.48,10.73,0
2018-02-26,10.55,11.07,10.55,11.07,0
2018-03-05,11.29,12.09,11.29,12.09,0
2018-03-12,12.06,12.41,12.03,12.03,0
2018-03-19,11.92,13.57,11.92,13.53,0
2018-03-26,13.91,14.7,13.91,14.49,0
2018-04-02,14.49,14.51,13.86,14.21,0
2018-04-09,14.56,15.29,14.56,15.29,0
2018-04-16,15.37,15.37,14.47,14.47,0
2018-04-23,14.33,15.04,14.33,15.04,0
2018-04-30,15.06,15.06,14.46,14.52,0
2018-05-07,15.13,16.16,15.11,16.16,0
2018-05-14,16.18,16.87,15.86,16.86,0
2018-05-21,17.16,17.93,17.16,17.65,0
2018-05-28,17.95,17.95,16.64,17.03,0
2018-06-04,17.9,17.9,17.59,17.68,0
2018-06-11,17.44,17.44,16.46,16.46,0
2018-06-18,16.53,17.12,16.17,17.12,0
2018-06-25,17.05,17.29,17.02,17.02,0
2018-07-02,17.13,17.79,17.13,17.79,0
2018-07-09,18.09,18.49,18.09,18.23,0
2018-07-16,18.13,19.31,18.13,19.31,0
2018-07-23,19.63,20.07,19.63,19.88,0
2018-07-30,19.78,20.48,19.78,20.39,0
2018-08-06,20.82,21.13,20.62,21.13,0
2018-08-13,21.3,21.44,21.26,21.44,0
2018-08-20,21.84,24.23,21.84,24.23,0
2018-08-27,24.85,24.85,24.26,24.6,0
2018-09-03,23.68,26.73,23.65,26.73,0
2018-09-10,28.83,28.83,22.7,23.83,0
2018-09-17,24.87,26.48,24.24,26.48,0
2018-09-24,26.91,26.91,25.04,26.25,0
2018-10-01,26.94,28.2,26.86,28.2,0
2018-10-08,28.58,28.58,25.79,26.5,0
2018-10-15,24.48,24.83,24.48,24.63,0
2018-10-22,23.91,23.98,22.34,22.34,75
2018-10-29,21.25,21.25,19.56,21.22,1
2018-11-05,21.43,23.79,21.43,23.69,0
2018-11-12,24.74,24.74,23.13,23.15,0
2018-11-19,22.92,24.98,22.92,24.24,0
2018-11-26,23.86,24.41,23.34,24.41,0
2018-12-03,24.49,24.63,23.58,24.05,0
2018-12-10,24.62,27.24,23.92,27.24,0
2018-12-17,28.17,28.47,27.94,28.47,0
2018-12-24,28.75,28.75,28.52,28.52,0
2018-12-31,28.56,28.87,26.78,27.16,0
2019-01-07,25.72,26.63,25.67,26.63,0
2019-01-14,25.81,28.19,25.81,28.19,0
2019-01-21,27.73,28.32,26.98,26.98,0
2019-01-28,25.8,26.38,24.84,24.84,0
2019-02-04,25.92,26.53,25.27,25.27,0
2019-02-11,25.3,25.3,22.7,23.37,0
2019-02-18,22.93,23.4,21.68,21.79,0
2019-02-25,21.93,24.99,21.93,24.99,0
2019-03-04,25.86,26.02,24.86,25.78,0
2019-03-11,25.04,25.4,24.92,25.12,0
2019-03-18,24.42,24.42,23.21,23.21,0
2019-03-25,23.45,24.77,23.45,24.04,0
2019-04-01,24.08,26.9,24.08,26.9,21
2019-04-08,26.66,29.68,26.66,28.92,0
2019-04-15,29.15,29.81,29.15,29.24,0
2019-04-22,29.24,29.9,28.19,28.19,0
2019-04-29,28.67,28.67,26.88,27.35,0
2019-05-06,27.48,29.05,27.48,27.64,0
2019-05-13,27.05,27.98,26.93,26.93,0
2019-05-20,27.12,28.3,27.12,27.4,0
2019-05-27,27.53,27.53,26.27,26.27,0
2019-06-03,25.56,26.52,25.56,26.52,0
2019-06-10,27.22,27.22,26.78,27.01,0
2019-06-17,26.98,27.28,26.93,27.28,0
2019-06-24,28.39,29.55,28.34,28.34,50
2019-07-01,29.03,29.03,28.16,28.56,0
2019-07-08,29.08,31.34,28.83,31.34,0
2019-07-15,31.7,31.7,30.4,31.5,0
2019-07-22,31.6,32.49,30.89,30.89,0
2019-07-29,30.99,31.98,30.43,31.76,0
2019-08-05,31.19,31.19,30.5,30.5,0
2019-08-12,29.05,29.44,28.29,28.29,0
2019-08-19,28.87,28.87,27.28,27.28,0
2019-08-26,28.01,28.59,27.57,28.35,0
2019-09-02,27.14,27.37,26.91,26.91,0
2019-09-09,26.83,28.54,26.83,28.22,0
2019-09-16,28.89,28.89,27.29,28.41,0
2019-09-23,27.66,27.66,27.08,27.17,0
2019-09-30,26.6,26.89,24.77,24.77,0
2019-10-07,25.21,26.22,24.36,26.22,0
2019-10-14,25.92,28.09,25.92,27.66,0
2019-10-21,27.67,27.67,26.37,26.56,0
2019-10-28,26.69,27.52,26.69,26.75,10
2019-11-04,27.1,27.1,26.25,26.29,0
2019-11-11,26.38,26.38,25.3,25.3,0
2019-11-18,24.86,26.04,24.86,26.04,0
2019-11-25,25.89,26.67,25.84,26.67,0
2019-12-02,25.79,26.41,25.47,26.41,0
2019-12-09,26.6,26.6,25.44,25.44,0
2019-12-16,26.25,28.09,26.25,27.92,5
2019-12-23,27.79,27.96,27.33,27.96,5
2019-12-30,26.34,26.34,25.61,26.21,0
2020-01-06,25.45,25.9,25.3,25.43,6
2020-01-13,25.35,26.66,25.06,26.66,0
2020-01-20,26.39,26.6,25.57,25.57,17
2020-01-27,25.73,25.78,24.81,24.95,6
2020-02-03,24.28,24.82,24.28,24.39,10
2020-02-10,24.22,25.46,24.22,25.35,0
2020-02-17,26.12,26.79,26.12,26.69,0
2020-02-24,25.8,25.8,24.65,24.68,53
2020-03-02,24.59,24.9,24.43,24.49,100
2020-03-09,24.34,25.16,23.05,23.05,0
2020-03-16,21.29,21.29,16.85,17.65,154
2020-03-23,17.16,19.12,17.16,17.98,59
2020-03-30,18.64,19.66,18.64,19.58,100
2020-04-06,21.48,22.77,21.48,22.7,30
2020-04-13,22.7,23.3,20.81,23.3,1398
2020-04-20,22.97,22.97,21.46,22.38,37
2020-04-27,21.95,21.95,20.62,20.62,25
2020-05-04,21,21.13,20.65,20.95,18
2020-05-11,20.66,20.77,20.11,20.77,46
2020-05-18,21.94,23,21.56,23,0
2020-05-25,23.19,23.22,22.85,22.99,0
2020-06-01,22.82,24.84,22.56,24.84,33
2020-06-08,24.3,24.49,23.59,23.59,36
2020-06-15,23.74,26.05,23.74,25.74,16
2020-06-22,26.1,27,26.1,26.32,0
2020-06-29,28.23,29.66,28.23,29.56,4
2020-07-06,31.22,31.38,29.49,30.7,43
2020-07-13,31.08,32.18,28.93,30,190
2020-07-20,28.36,29.55,28.36,28.59,45
2020-07-27,27.78,28.6,27.19,28.6,88
2020-08-03,28.48,29.19,28.48,28.71,0
2020-08-10,29,29,27.69,27.74,0
2020-08-17,28.55,28.77,27.78,27.78,177
2020-08-24,29.6,31.68,29.6,31.68,230
2020-08-31,30.83,30.83,29.35,29.35,0
2020-09-07,28.96,30.27,28.64,30.11,163
2020-09-14,32.34,32.34,29.79,29.79,40
2020-09-21,28.1,29.5,27.76,27.76,341
2020-09-28,29.29,29.29,28.01,28.57,25
2020-10-05,28.8,29.19,27.14,27.29,67
2020-10-12,27.45,27.45,26.41,26.41,130
2020-10-19,26.5,26.99,25.09,26.99,55
2020-10-26,25.34,25.54,24.51,25.19,35
2020-11-02,25.15,27.42,25.15,26.84,284
2020-11-09,27.95,27.95,27.24,27.59,450
2020-11-16,28.7,28.7,27.59,27.99,180
2020-11-23,28.52,29.44,28.52,29.44,121
2020-11-30,30.45,31.41,30.22,31.41,35
2020-12-07,31.12,32.17,30.87,31.79,67
2020-12-14,32.42,33.3,32.07,32.13,158
2020-12-21,31.91,33.19,31.91,33.19,22
2020-12-28,34.38,34.46,33.22,33.74,15
2021-01-04,34.71,35.97,33.97,35.97,9
2021-01-11,35.49,36.41,32.81,32.81,270
2021-01-18,33.13,35.29,32.69,35.29,496
2021-01-25,34.21,34.98,33.99,33.99,100
2021-02-01,33.88,39.71,33.88,39.22,510
2021-02-08,40.07,41.2,38.94,41.2,884
2021-02-15,41.04,41.09,38.81,38.81,2211
2021-02-22,38.84,40.55,37.89,38.71,223
2021-03-01,38.57,40.49,38.57,40.49,124
2021-03-08,40.6,44.35,40.6,44.35,310
2021-03-15,43.89,45.23,43.12,43.48,305
2021-03-22,43.46,44.35,41.75,43.28,244
2021-03-29,43.39,44.28,43.39,44,308
2021-04-05,44,45.8,44,45.28,107
2021-04-12,46.11,46.38,45.48,46.11,81
2021-04-19,46.05,48.98,46.05,48.82,1170
2021-04-26,49.38,51.01,49.1,51.01,1132
2021-05-03,51.74,52.69,50.79,52.69,432
2021-05-10,54,59.1,53.89,59.1,2126
2021-05-17,58.54,58.87,51.96,54.38,3789
2021-05-24,54.97,56.93,53.32,53.32,935
2021-05-31,54.2,55.17,52.13,52.13,340
2021-06-07,53.63,56.15,53.63,54.73,366
2021-06-14,55.7,55.74,52.91,53.89,376
2021-06-21,54.6,57.65,54.4,57.01,605
2021-06-28,57.76,60.27,57.45,59.33,346
2021-07-05,60,60.01,53.3,56.27,495
2021-07-12,54.58,55.52,53.68,54.57,584
2021-07-19,54.74,55.58,51.9,52.63,650
2021-07-26,52.54,55.97,52.54,55.14,699
2021-08-02,55.95,58.48,55.9,58.48,522
2021-08-09,58.35,59.94,57.2,57.2,860
2021-08-16,58.82,59.96,55.27,56.17,970
2021-08-23,56.82,60.81,56.82,60.81,748
2021-08-30,62.41,64.18,61.64,63.17,931
2021-09-06,64.4,65.1,62.71,62.75,1246
2021-09-13,63.85,64.5,60.5,61.31,1290
2021-09-20,60.65,64.83,60.39,64.83,1454
2021-09-27,66.3,67.36,62.74,64.01,1506
2021-10-04,64.5,66.67,59.81,60.29,1412
2021-10-11,61.83,63.34,60.7,61.34,652
2021-10-18,60.57,61.5,56.43,60.12,1519
2021-10-25,60.76,61.77,60.42,60.58,952
2021-11-01,60.7,62.7,58.8,61.34,423
2021-11-08,61.9,65.67,61.9,65.25,431
2021-11-15,66.02,71.46,66.02,71.46,129
2021-11-22,72.06,76.69,71.16,75.03,497
2021-11-29,76.96,82,76.41,80.39,766
2021-12-06,81.75,92.84,81.75,85.96,1506
2021-12-13,87.56,87.95,75.65,75.65,1853
2021-12-20,77.35,83.75,76.7,78.54,1667
2021-12-27,78.43,82.69,78.43,82.69,139
2022-01-03,86.04,90.11,86.04,87.5,753
2022-01-10,88.21,88.21,79.75,84.16,1054
2022-01-17,83.25,87.71,81.7,86.89,609
2022-01-24,87.7,92.49,86.12,91.34,962
2022-01-31,90.72,99.13,89.9,99.04,2437
2022-02-07,98.43,102.06,92.95,96.42,9395
2022-02-14,96.12,96.12,89.58,93.17,1720
2022-02-21,92.02,98.97,90.21,91.7,4023
2022-02-28,89.7,89.7,59.03,68.26,9369
2022-03-07,66.19,80.45,60.6,80.23,3340
2022-03-14,81.75,83.47,78.7,82.38,2918
2022-03-21,81.9,85.04,79.67,82.09,1076
2022-03-28,83.1,85.68,79.5,82.53,3849
2022-04-04,81.66,85.13,80.84,84.4,4009
2022-04-11,83.3,84.84,81.7,84.57,2907
2022-04-18,85.03,94.85,84.42,94.13,2018
2022-04-25,91.88,91.91,84.3,89.76,1452
2022-05-02,88.57,99.25,88.57,98.4,5200
2022-05-09,98.42,98.42,90.57,95.34,5481
2022-05-16,95.35,98.97,87.61,87.61,4485
2022-05-23,89.47,92.26,85.04,91.34,4850
2022-05-30,91.3,94.08,90.65,94.08,1198
2022-06-06,92.21,92.21,86.3,89.09,3672
2022-06-13,87.79,94.49,87.55,90.69,2110
2022-06-20,92,93.66,90.5,92.18,2341
2022-06-27,92.6,99.24,92.35,93.53,2997
2022-07-04,92.63,94.55,91.1,91.26,2928
2022-07-11,92.78,94.3,91.78,93.76,1912
2022-07-18,92.6,93.65,83.85,84.07,4036
2022-07-25,84.3,86.11,82.64,84.07,4501
2022-08-01,84.95,91.29,84.95,91.02,2762
2022-08-08,90.93,95.89,90.11,95.89,1778
2022-08-15,96.26,107.2,96.01,106.22,4366
2022-08-22,105.09,106.15,96.6,98.43,2019
2022-08-29,97.97,99.12,85.56,85.82,2999
2022-09-05,84.05,84.05,72.97,73.15,4739
2022-09-12,73.69,80.64,73.08,80.59,2514
2022-09-19,80,80.05,73.15,73.15,3787
2022-09-26,72,78.3,71.85,74.3,2437
2022-10-03,71.92,78.52,71.92,77.15,4325
2022-10-10,75.9,76.12,72.85,75.11,2338
2022-10-17,73.7,76.25,73.48,75.76,2965
2022-10-24,75.35,89.45,75.35,88.56,2308
2022-10-31,87.88,87.88,83.39,84.01,3890
2022-11-07,84.15,85.55,78.4,82.35,5377
2022-11-14,81.89,84.08,79.06,79.07,6790
2022-11-21,80.28,86.41,80.28,85.88,2459
2022-11-28,84.65,96.45,84.15,95.15,4046
2022-12-05,94.01,97.29,93.39,95.85,7077
2022-12-12,95.8,98.13,90.87,90.87,3326
2022-12-19,93.02,94.98,90,93.24,6023
2022-12-26,93.05,94.81,85.29,85.66,1328
2023-01-02,87.36,90.33,80.96,81.5,4826
2023-01-09,81.17,86.19,80.98,83.65,7891
2023-01-16,83.16,89.17,80.91,88.93,10257
2023-01-23,89.03,94.51,84.8,93.42,9377
2023-01-30,93.48,101.63,91.51,97.95,12050
2023-02-06,98.03,100.15,93.3,97.27,8851
2023-02-13,97.35,102.89,94.15,100.61,11757
2023-02-20,100.42,105.73,100.42,102.61,5901
2023-02-27,102.93,105.61,96.52,97.18,15222
2023-03-06,97.43,105.37,97.01,105.2,10687
2023-03-13,104.67,104.67,90.44,92.39,21737
2023-03-20,91.26,98.34,89.05,91.83,29238
2023-03-27,92.29,97.11,90.96,95.95,13526
2023-04-03,96.01,102.65,96.01,101.15,7846
2023-04-10,101.1,103.08,97.78,98.67,9803
2023-04-17,99.23,101,93.8,94.54,13103
2023-04-24,94.35,94.35,89.34,91.89,11043
2023-05-01,91.79,95.07,87.44,89.21,11382
2023-05-08,89.22,94.26,88.74,93.11,13178
2023-05-15,93.07,95.4,90.31,93.89,9059
2023-05-22,93.54,93.54,86.13,87.04,10284
2023-05-29,87.75,88.65,82.34,82.7,14058
2023-06-05,82.8,91.57,82.13,90.68,17854
2023-06-12,91,99.68,89.2,96.51,21499
2023-06-19,95.88,100.4,91.97,91.97,10768
2023-06-26,92.16,94.15,90.32,94.08,11112
2023-07-03,93.76,94.49,89.98,90.64,12731
2023-07-10,90.87,92.87,89.68,90.75,9178
2023-07-17,90.8,96.72,89.62,95.95,7704
2023-07-24,96,98.08,92.71,93.11,10410
2023-07-31,92.98,93.85,87.31,87.62,14144
2023-08-07,87.91,91.13,86.5,91.06,13255
2023-08-14,90.84,94.22,90.21,92.23,11357
2023-08-21,92.77,94.79,88.75,89.64,19774
2023-08-28,89.83,91.52,88.82,89.82,11175
2023-09-04,89.66,89.72,85.45,85.65,15590
2023-09-11,86,88.28,84.74,86.27,11059
2023-09-18,86.51,90.32,84.71,89.45,11468
2023-09-25,89.46,90.16,85.56,85.59,12332
2023-10-02,85.6,86.51,83.6,84.49,16596
2023-10-09,84.48,90.74,84.45,89.8,17099
2023-10-16,89.66,90.07,84.92,85.7,14987
2023-10-23,85.46,85.52,83.26,83.32,16831
2023-10-30,83.7,84.92,80.06,81.04,35452
2023-11-06,80.9,82.61,78.51,82.25,31216
2023-11-13,81.81,84.02,79.62,79.87,28645
2023-11-20,80.48,81.46,78.24,80.12,28609
2023-11-27,80.03,80.1,73.6,75.65,52028
2023-12-04,75.03,75.23,71.3,71.61,66311
2023-12-11,71.57,73.25,68.84,70.1,95763
2023-12-18,69.81,79.35,69.03,79.14,102101
2023-12-26,79.06,80.98,78.88,80.19,40374
2024-01-02,80.5,81.25,74.59,76.14,68731
2024-01-08,75.99,76.2,64.73,65.81,123638
2024-01-15,66,67.52,62.46,63.42,123619
2024-01-22,63.15,66.43,60.86,63.1,133484
2024-01-29,63.6,65.15,61.23,63.5,133877
2024-02-05,63.8,64.45,58.2,58.8,124973
2024-02-12,58.64,59.05,55.41,57.11,144562
2024-02-19,57.11,57.11,51.08,52.51,158029
2024-02-26,52.16,58.88,51.55,56.31,171815
2024-03-04,56.35,62.8,53.42,58.5,231491
2024-03-11,58,60.25,55.02,59.38,176057
2024-03-18,59.45,62.89,58.8,61.5,155875
2024-03-25,61.69,65.78,61.04,61.93,127624
2024-04-01,61.48,61.5,56.9,61.01,115239
2024-04-08,60.9,71.87,59.69,71.64,214843
2024-04-15,71.6,74.9,68.1,68.52,195261
2024-04-22,68.09,69.97,64.75,67.51,154632
2024-04-29,67,74.56,65.01,71.84,149307
2024-05-06,71.74,75.5,69.58,71.59,126589
2024-05-13,71.33,71.85,68.7,70.52,123468
2024-05-20,71,78.1,71,75.78,155049
2024-05-27,75.7,77,72.95,74.07,109386
2024-06-03,74.4,77.81,70.94,71.42,142953
2024-06-10,71.14,72.17,68.17,68.53,148095
2024-06-17,68.5,71.6,67.51,68.05,145417
2024-06-24,68.02,69.09,65.78,67.36,131906
2024-07-01,67.41,71.95,67.13,70.35,128125
2024-07-08,70.59,71.85,67.6,69.35,111937
2024-07-15,69.58,69.58,65.72,66,113096
2024-07-22,66.28,69.04,64.24,67.71,131434
2024-07-29,67.7,71.5,67.2,70.44,133300
2024-08-05,69.89,71.86,67.85,69.84,118318
2024-08-12,70.08,74.13,69.46,72.37,117939
2024-08-19,72.5,74.75,70.62,71.43,109146
2024-08-26,71.1,72.21,69.96,70.21,101945
2024-09-02,70.03,70.99,65.95,66.49,154013
2024-09-09,66.5,67.45,64.6,65.03,140397
2024-09-16,64.85,65.42,62.39,63.56,166827
2024-09-23,63.7,66.75,63.34,66.46,144337
2024-09-30,66.46,66.97,61.41,61.46,158629